id,year,hhi
"6110160",2001,10000
"6110160",2002,10000
"6110160",2003,10000
"6110160",2004,10000
"6110160",2005,10000
"6110160",2006,10000
"6110160",2007,10000
"6110160",2008,10000
"6110160",2009,10000
"6110160",2010,10000
"6110160",2011,10000
"6110160",2012,10000
"6110160",2013,10000
"6110160",2014,10000
"6110160",2015,10000
"6110160",2016,10000
"6110160",2017,10000
"6110160",2018,10000
"6110160",2019,10000
"6110160",2020,10000
"6110160",2021,10000
"6110160",2022,10000
"6110160",2023,10000
"6110160",2024,10000
"6110160",2025,10000
"6110167",2000,5061.729
"6110167",2001,5061.729
"6110167",2002,5683.993
"6110167",2003,5834.16
"6110167",2004,5834.16
"6110167",2005,5756.173
"6110167",2006,5756.173
"6110167",2007,5756.173
"6110167",2008,5756.173
"6110167",2009,5756.173
"6110167",2010,5756.173
"6110167",2011,5020.371
"6110167",2012,5020.371
"6110167",2013,5000
"6110167",2014,5000
"6110167",2015,5000
"6110167",2016,5020.371
"6110167",2017,5020.371
"6110167",2018,5020.371
"6110167",2019,5020.371
"6110167",2020,5020.371
"6110167",2021,5171.468
"6110167",2022,5260.08
"6110167",2023,5020.371
"6110167",2024,5020.371
"6110167",2025,5020.371
"6110173",2000,5432.526
"6110173",2001,5570.987
"6110173",2002,5080.625
"6110173",2003,5108.467
"6110173",2004,5108.467
"6110173",2005,5108.467
"6110173",2006,5108.467
"6110173",2007,5108.467
"6110173",2008,5108.467
"6110173",2009,5316.766
"6110173",2010,5316.766
"6110173",2011,5316.766
"6110173",2012,5316.766
"6110173",2013,5316.766
"6110173",2014,5316.766
"6110173",2015,5329.62
"6110180",2000,10000
"6110180",2001,10000
"6110180",2002,10000
"6110180",2003,10000
"6110180",2004,10000
"6110180",2005,10000
"6110180",2006,10000
"6110180",2007,10000
"6110180",2008,10000
"6110180",2009,10000
"6110180",2010,10000
"6110180",2011,10000
"6110180",2012,10000
"6110180",2013,10000
"6110180",2014,10000
"6110180",2015,10000
"6110180",2016,10000
"6110180",2017,10000
"6110180",2018,10000
"6110180",2019,10000
"6110180",2020,10000
"6110180",2021,10000
"6110180",2022,10000
"6110180",2023,10000
"6110180",2024,10000
"6110180",2025,10000
"6110200",2000,5427.831
"6110200",2001,5413.774
"6110200",2002,5413.774
"6110200",2003,5399.762
"6110200",2004,5465.017
"6110200",2005,5465.017
"6110200",2006,5465.017
"6110200",2007,5331.727
"6110200",2008,5331.727
"6110200",2009,5331.727
"6110200",2010,5246.914
"6110200",2011,5246.914
"6110200",2012,5246.914
"6110200",2013,5246.914
"6110200",2014,5246.914
"6110200",2015,5180.657
"6110200",2016,5180.657
"6110200",2017,5180.657
"6110200",2018,5219.823
"6110200",2019,5180.657
"6110200",2020,5180.657
"6110200",2021,5206.557
"6110200",2022,5248.958
"6110200",2023,5248.958
"6110200",2024,5248.958
"6110200",2025,5248.958
"6110220",2000,10000
"6110220",2001,10000
"6110220",2002,10000
"6110220",2003,10000
"6110220",2004,10000
"6110220",2005,10000
"6110220",2006,10000
"6110220",2007,10000
"6110220",2008,10000
"6110220",2009,10000
"6110220",2010,10000
"6110220",2011,10000
"6110220",2012,10000
"6110220",2013,10000
"6110220",2014,10000
"6110220",2015,10000
"6110220",2016,10000
"6110220",2017,10000
"6110220",2018,10000
"6110220",2019,10000
"6110220",2020,10000
"6110220",2021,10000
"6110220",2022,10000
"6110220",2023,10000
"6110220",2024,10000
"6110220",2025,10000
"6110240",2000,10000
"6110240",2001,10000
"6110240",2002,10000
"6110240",2003,10000
"6110240",2004,10000
"6110240",2005,10000
"6110240",2006,10000
"6110240",2007,10000
"6110240",2008,10000
"6110240",2009,10000
"6110240",2010,10000
"6110240",2011,10000
"6110240",2012,10000
"6110240",2013,10000
"6110240",2014,10000
"6110240",2015,10000
"6110240",2016,10000
"6110240",2017,10000
"6110240",2018,10000
"6110240",2019,10000
"6110240",2020,10000
"6110240",2021,10000
"6110240",2022,10000
"6110240",2023,10000
"6110240",2024,10000
"6110240",2025,10000
"6110260",2000,5496.341
"6110260",2001,5496.341
"6110260",2002,5496.341
"6110260",2003,5496.341
"6110260",2004,5496.341
"6110260",2005,5496.341
"6110260",2006,5496.341
"6110260",2007,5496.341
"6110260",2008,5496.341
"6110260",2009,5525.931
"6110260",2010,5614.775
"6110260",2011,5496.341
"6110260",2012,5496.341
"6110260",2013,5496.341
"6110260",2014,5619.917
"6110260",2015,10000
"6110260",2016,10000
"6110260",2017,10000
"6110260",2018,10000
"6110260",2019,10000
"6110260",2020,10000
"6110260",2021,10000
"6110260",2022,10000
"6110260",2023,10000
"6110260",2024,10000
"6110260",2025,10000
"6110280",2000,10000
"6110280",2001,10000
"6110280",2002,10000
"6110280",2003,10000
"6110280",2004,10000
"6110280",2005,10000
"6110280",2006,10000
"6110280",2007,10000
"6110280",2008,10000
"6110280",2009,10000
"6110280",2010,10000
"6110280",2011,10000
"6110280",2012,10000
"6110280",2013,10000
"6110280",2014,10000
"6110280",2015,10000
"6110280",2016,10000
"6110280",2017,10000
"6110280",2018,10000
"6110280",2019,10000
"6110280",2020,10000
"6110280",2021,10000
"6110280",2022,10000
"6110280",2023,10000
"6110280",2024,10000
"6110280",2025,10000
"6110285",2000,6201.461
"6110285",2001,6176.845
"6110285",2002,6176.845
"6110285",2003,6164.451
"6110285",2004,6250
"6110285",2005,6250
"6110285",2006,6250
"6110285",2007,6065.089
"6110285",2008,6065.089
"6110285",2009,6065.089
"6110285",2010,5925.5
"6110285",2011,5925.5
"6110285",2012,5925.5
"6110285",2013,5925.5
"6110285",2014,5925.5
"6110285",2015,5809.786
"6110285",2016,5809.786
"6110285",2017,5809.786
"6110285",2018,5882.497
"6110285",2019,5809.786
"6110285",2020,5809.786
"6110285",2021,5853.563
"6110285",2022,5925.804
"6110285",2023,5925.804
"6110285",2024,5925.804
"6110285",2025,5925.804
"6110290",2000,10000
"6110290",2001,10000
"6110290",2002,10000
"6110290",2003,10000
"6110290",2004,10000
"6110290",2005,10000
"6110290",2006,10000
"6110290",2007,10000
"6110290",2008,10000
"6110290",2009,10000
"6110290",2010,10000
"6110290",2011,10000
"6110290",2012,10000
"6110290",2013,10000
"6110290",2014,10000
"6110290",2015,10000
"6110290",2016,10000
"6110290",2017,10000
"6110290",2018,10000
"6110290",2019,10000
"6110290",2020,10000
"6110290",2021,10000
"6110290",2022,10000
"6110290",2023,10000
"6110290",2024,10000
"6110290",2025,10000
"6110310",2000,10000
"6110310",2001,10000
"6110310",2002,10000
"6110310",2003,10000
"6110310",2004,10000
"6110310",2005,10000
"6110310",2006,10000
"6110310",2007,10000
"6110310",2008,10000
"6110310",2009,10000
"6110310",2010,10000
"6110310",2011,10000
"6110310",2012,10000
"6110310",2013,10000
"6110310",2014,10000
"6110310",2015,10000
"6110310",2016,10000
"6110310",2017,10000
"6110310",2018,10000
"6110310",2019,10000
"6110310",2020,10000
"6110310",2021,10000
"6110310",2022,10000
"6110310",2023,10000
"6110310",2024,10000
"6110310",2025,10000
"6110330",2000,10000
"6110330",2001,10000
"6110330",2002,10000
"6110330",2003,10000
"6110330",2004,10000
"6110330",2005,10000
"6110330",2006,10000
"6110330",2007,10000
"6110330",2008,10000
"6110330",2009,10000
"6110330",2010,10000
"6110330",2011,10000
"6110330",2012,10000
"6110330",2013,10000
"6110330",2014,10000
"6110330",2015,10000
"6110330",2016,10000
"6110330",2017,10000
"6110330",2018,10000
"6110330",2019,10000
"6110330",2020,10000
"6110330",2021,10000
"6110330",2022,10000
"6110330",2023,10000
"6110330",2024,10000
"6110330",2025,10000
"6110370",2000,5017.089
"6110370",2001,5017.089
"6110370",2002,5006.532
"6110370",2003,5012.5
"6110370",2004,5012.5
"6110370",2005,5011.212
"6110370",2006,5011.212
"6110370",2007,5013.851
"6110370",2008,5013.851
"6110370",2009,5013.851
"6110370",2010,5013.851
"6110370",2011,5013.851
"6110370",2012,5013.851
"6110370",2013,5013.851
"6110370",2014,5013.851
"6110370",2015,5555.556
"6110370",2016,5450.553
"6110370",2017,5438.958
"6110370",2018,5438.958
"6110370",2019,5438.958
"6110370",2020,5438.958
"6110370",2021,5438.958
"6110370",2022,5438.958
"6110370",2023,5438.958
"6110370",2024,5438.958
"6110370",2025,5438.958
"6110378",2000,3452.809
"6110378",2001,3425.173
"6110378",2002,3443.234
"6110378",2003,3448.942
"6110378",2004,3477.323
"6110378",2005,3508.77
"6110378",2006,3494.396
"6110378",2007,3515.494
"6110378",2008,3515.494
"6110378",2009,3751.185
"6110378",2010,3710.694
"6110378",2011,3669.874
"6110378",2012,3745.959
"6110378",2013,3766.76
"6110378",2014,5077.057
"6110378",2015,4884.912
"6110378",2016,5369.824
"6110378",2017,5369.824
"6110378",2018,5369.824
"6110378",2019,5702.581
"6110378",2020,5702.581
"6110378",2021,5610.053
"6110378",2022,6090.391
"6110378",2023,6393.585
"6110378",2024,6393.585
"6110378",2025,6393.585
"6110380",2000,5017.089
"6110380",2001,5017.089
"6110380",2002,5006.532
"6110380",2003,5012.5
"6110380",2004,5012.5
"6110380",2005,5011.212
"6110380",2006,5011.212
"6110380",2007,5013.851
"6110380",2008,5013.851
"6110380",2009,5013.851
"6110380",2010,5013.851
"6110380",2011,5013.851
"6110380",2012,5013.851
"6110380",2013,5013.851
"6110380",2014,5013.851
"6110380",2015,5555.556
"6110380",2016,5450.553
"6110380",2017,5438.958
"6110380",2018,5438.958
"6110380",2019,5438.958
"6110380",2020,5438.958
"6110380",2021,5438.958
"6110380",2022,5438.958
"6110380",2023,5438.958
"6110380",2024,5438.958
"6110380",2025,5438.958
"6110386",2000,10000
"6110386",2001,10000
"6110386",2002,10000
"6110386",2003,10000
"6110386",2004,10000
"6110386",2005,10000
"6110386",2006,10000
"6110386",2007,10000
"6110386",2008,10000
"6110386",2009,10000
"6110386",2010,10000
"6110386",2011,10000
"6110386",2012,10000
"6110386",2013,10000
"6110386",2014,10000
"6110386",2015,10000
"6110386",2016,10000
"6110386",2017,10000
"6110386",2018,10000
"6110386",2019,10000
"6110386",2020,10000
"6110386",2021,10000
"6110386",2022,10000
"6110386",2023,10000
"6110386",2024,10000
"6110386",2025,10000
"6110387",2000,10000
"6110387",2001,10000
"6110387",2002,10000
"6110387",2003,10000
"6110387",2004,10000
"6110387",2005,10000
"6110387",2006,10000
"6110387",2007,10000
"6110387",2008,10000
"6110387",2009,10000
"6110387",2010,10000
"6110387",2011,10000
"6110387",2012,10000
"6110387",2013,10000
"6110387",2014,10000
"6110387",2015,10000
"6110387",2016,10000
"6110387",2017,10000
"6110387",2018,10000
"6110387",2019,10000
"6110387",2020,10000
"6110387",2021,10000
"6110387",2022,10000
"6110387",2023,10000
"6110387",2024,10000
"6110387",2025,10000
"6110390",2000,5061.729
"6110390",2001,5061.729
"6110390",2002,5683.993
"6110390",2003,5834.16
"6110390",2004,5834.16
"6110390",2005,5756.173
"6110390",2006,5756.173
"6110390",2007,5756.173
"6110390",2008,5756.173
"6110390",2009,5756.173
"6110390",2010,5756.173
"6110390",2011,5020.371
"6110390",2012,5020.371
"6110390",2013,5000
"6110390",2014,5000
"6110390",2015,5000
"6110390",2016,5020.371
"6110390",2017,5020.371
"6110390",2018,5020.371
"6110390",2019,5020.371
"6110390",2020,5020.371
"6110390",2021,5171.468
"6110390",2022,5260.08
"6110390",2023,5020.371
"6110390",2024,5020.371
"6110390",2025,5020.371
"6110395",2000,10000
"6110395",2001,10000
"6110395",2002,10000
"6110395",2003,10000
"6110395",2004,10000
"6110395",2005,10000
"6110395",2006,10000
"6110395",2007,10000
"6110395",2008,10000
"6110395",2009,10000
"6110395",2010,10000
"6110395",2011,10000
"6110395",2012,10000
"6110395",2013,10000
"6110395",2014,10000
"6110395",2015,10000
"6110395",2016,10000
"6110395",2017,10000
"6110395",2018,10000
"6110395",2019,10000
"6110395",2020,10000
"6110395",2021,10000
"6110395",2022,10000
"6110395",2023,10000
"6110395",2024,10000
"6110395",2025,10000
"6110410",2000,4579.304
"6110410",2001,4535.854
"6110410",2002,4594.291
"6110410",2003,4579.304
"6110410",2004,4521.863
"6110410",2005,4521.863
"6110410",2006,5374.985
"6110410",2007,5414.397
"6110410",2008,5414.397
"6110410",2009,5414.397
"6110410",2010,5414.397
"6110410",2011,5414.397
"6110410",2012,5414.397
"6110410",2013,5585.18
"6110410",2014,5585.18
"6110410",2015,5673.77
"6110410",2016,5673.77
"6110410",2017,5673.77
"6110410",2018,5673.77
"6110410",2019,5673.77
"6110410",2020,5673.77
"6110410",2021,5790.391
"6110410",2022,5790.391
"6110410",2023,5847.751
"6110410",2024,5847.751
"6110410",2025,5847.751
"6110430",2000,6878.727
"6110430",2001,6768.856
"6110430",2002,6785.91
"6110430",2003,6783.178
"6110430",2004,6842.352
"6110430",2005,6845.139
"6110430",2006,6845.139
"6110430",2007,6864.531
"6110430",2008,6864.531
"6110430",2009,7071.687
"6110430",2010,7037.267
"6110430",2011,7002.096
"6110430",2012,7239.637
"6110430",2013,7217.209
"6110430",2014,7227.219
"6110430",2015,7588.998
"6110430",2016,8026.536
"6110430",2017,8026.536
"6110430",2018,8026.536
"6110430",2019,8227.279
"6110430",2020,8227.279
"6110430",2021,8192.123
"6110430",2022,8700.186
"6110430",2023,8836.937
"6110430",2024,8836.937
"6110430",2025,8836.937
"6110490",2000,6201.461
"6110490",2001,6176.845
"6110490",2002,6176.845
"6110490",2003,6164.451
"6110490",2004,6250
"6110490",2005,6250
"6110490",2006,6250
"6110490",2007,6065.089
"6110490",2008,6065.089
"6110490",2009,6065.089
"6110490",2010,5925.5
"6110490",2011,5925.5
"6110490",2012,5925.5
"6110490",2013,5925.5
"6110490",2014,5925.5
"6110490",2015,5809.786
"6110490",2016,5809.786
"6110490",2017,5809.786
"6110490",2018,5882.497
"6110490",2019,5809.786
"6110490",2020,5809.786
"6110490",2021,5853.563
"6110490",2022,5925.804
"6110490",2023,5925.804
"6110490",2024,5925.804
"6110490",2025,5925.804
"6110505",2000,10000
"6110505",2001,10000
"6110505",2002,10000
"6110505",2003,10000
"6110505",2004,10000
"6110505",2005,10000
"6110505",2006,10000
"6110505",2007,10000
"6110505",2008,10000
"6110505",2009,10000
"6110505",2010,10000
"6110505",2011,10000
"6110505",2012,10000
"6110505",2013,10000
"6110505",2014,10000
"6110505",2015,10000
"6110505",2016,10000
"6110505",2017,10000
"6110505",2018,10000
"6110505",2019,10000
"6110505",2020,10000
"6110505",2021,10000
"6110505",2022,10000
"6110505",2023,10000
"6110505",2024,10000
"6110505",2025,10000
"6110510",2000,10000
"6110510",2001,10000
"6110510",2002,10000
"6110510",2003,10000
"6110510",2004,10000
"6110510",2005,10000
"6110510",2006,10000
"6110510",2007,10000
"6110510",2008,10000
"6110510",2009,10000
"6110510",2010,10000
"6110510",2011,10000
"6110510",2012,10000
"6110510",2013,10000
"6110510",2014,10000
"6110510",2015,10000
"6110510",2016,10000
"6110510",2017,10000
"6110510",2018,10000
"6110510",2019,10000
"6110510",2020,10000
"6110510",2021,10000
"6110510",2022,10000
"6110510",2023,10000
"6110510",2024,10000
"6110510",2025,10000
"6110520",2000,3688.485
"6110520",2001,3677.217
"6110520",2002,3667.873
"6110520",2003,3664.783
"6110520",2004,3661.804
"6110520",2005,3628.427
"6110520",2006,3644.549
"6110520",2007,3647.438
"6110520",2008,3647.438
"6110520",2009,3547.271
"6110520",2010,3547.8
"6110520",2011,3569.183
"6110520",2012,3569.183
"6110520",2013,3527.476
"6110520",2014,6310.232
"6110523",2000,4579.304
"6110523",2001,4535.854
"6110523",2002,4594.291
"6110523",2003,4579.304
"6110523",2004,4521.863
"6110523",2005,4521.863
"6110523",2006,5374.985
"6110523",2007,5414.397
"6110523",2008,5414.397
"6110523",2009,5414.397
"6110523",2010,5414.397
"6110523",2011,5414.397
"6110523",2012,5414.397
"6110523",2013,5585.18
"6110523",2014,5585.18
"6110523",2015,5673.77
"6110523",2016,5673.77
"6110523",2017,5673.77
"6110523",2018,5673.77
"6110523",2019,5673.77
"6110523",2020,5673.77
"6110523",2021,5790.391
"6110523",2022,5790.391
"6110523",2023,5847.751
"6110523",2024,5847.751
"6110523",2025,5847.751
"6110555",2000,5884.693
"6110555",2001,5833.321
"6110555",2002,5902.138
"6110555",2003,5884.693
"6110555",2004,5816.514
"6110555",2005,5816.514
"6110555",2006,6653.49
"6110555",2007,6695.982
"6110555",2008,6695.982
"6110555",2009,6695.982
"6110555",2010,6695.982
"6110555",2011,6695.982
"6110555",2012,6695.982
"6110555",2013,8835.96
"6110555",2014,8835.96
"6110555",2015,8720.042
"6110555",2016,8720.042
"6110555",2017,8720.042
"6110555",2018,8720.042
"6110555",2019,8720.042
"6110555",2020,8720.042
"6110555",2021,8570.72
"6110555",2022,8570.72
"6110555",2023,8424.495
"6110555",2024,8424.495
"6110555",2025,8424.495
"6110582",2000,5884.693
"6110582",2001,5833.321
"6110582",2002,5902.138
"6110582",2003,5884.693
"6110582",2004,5816.514
"6110582",2005,5816.514
"6110582",2006,6653.49
"6110582",2007,6695.982
"6110582",2008,6695.982
"6110582",2009,6695.982
"6110582",2010,6695.982
"6110582",2011,6695.982
"6110582",2012,6695.982
"6110582",2013,7168.316
"6110582",2014,7168.316
"6110582",2015,7091.623
"6110582",2016,7091.623
"6110582",2017,7091.623
"6110582",2018,7091.623
"6110582",2019,7091.623
"6110582",2020,7091.623
"6110582",2021,6992.709
"6110582",2022,6992.709
"6110582",2023,6822.58
"6110582",2024,6822.58
"6110582",2025,6822.58
"6110610",2000,2213.498
"6110610",2001,2209.936
"6110610",2002,2207.39
"6110610",2003,2180.456
"6110610",2004,2180.222
"6110610",2005,2165.351
"6110610",2006,2152.339
"6110610",2007,2154.28
"6110610",2008,2154.28
"6110610",2009,2154.28
"6110610",2010,2156.192
"6110610",2011,2162.757
"6110610",2012,2163.272
"6110610",2013,2174.423
"6110610",2014,2168.884
"6110610",2015,2208.066
"6110610",2016,2284.646
"6110610",2017,2284.646
"6110610",2018,2284.646
"6110610",2019,2284.646
"6110610",2020,2284.646
"6110610",2021,2231.32
"6110610",2022,2249.056
"6110610",2023,2249.056
"6110610",2024,2249.056
"6110610",2025,2249.056
"6119050",2000,10000
"6119050",2001,10000
"6119050",2002,10000
"6119050",2003,10000
"6119050",2004,10000
"6119050",2005,10000
"6119050",2006,10000
"6119050",2007,10000
"6119050",2008,10000
"6119050",2009,10000
"6119050",2010,10000
"6119050",2011,10000
"6119050",2012,10000
"6119050",2013,10000
"6119050",2014,10000
"6119050",2015,10000
"6119050",2016,10000
"6119050",2017,10000
"6119050",2018,10000
"6119050",2019,10000
"6119050",2020,10000
"6119050",2021,10000
"6119050",2022,10000
"6119050",2023,10000
"6119050",2024,10000
"6119050",2025,10000
"6119065",2000,6878.727
"6119065",2001,6768.856
"6119065",2002,6785.91
"6119065",2003,6783.178
"6119065",2004,6842.352
"6119065",2005,6845.139
"6119065",2006,6845.139
"6119065",2007,6864.531
"6119065",2008,6864.531
"6119065",2009,7071.687
"6119065",2010,7037.267
"6119065",2011,7002.096
"6119065",2012,7239.637
"6119065",2013,7217.209
"6119065",2014,7227.219
"6119065",2015,7588.998
"6119065",2016,8026.536
"6119065",2017,8026.536
"6119065",2018,8026.536
"6119065",2019,8227.279
"6119065",2020,8227.279
"6119065",2021,8192.123
"6119065",2022,8700.186
"6119065",2023,8836.937
"6119065",2024,8836.937
"6119065",2025,8836.937
"6120010",2000,10000
"6120010",2001,10000
"6120010",2002,10000
"6120010",2003,10000
"6120010",2004,10000
"6120010",2005,10000
"6120010",2006,10000
"6120010",2007,10000
"6120010",2008,10000
"6120010",2009,10000
"6120010",2010,10000
"6120010",2011,10000
"6120010",2012,10000
"6120010",2013,10000
"6120010",2014,10000
"6120010",2015,10000
"6120010",2016,10000
"6120010",2017,10000
"6120010",2018,10000
"6120010",2019,10000
"6120010",2020,10000
"6120010",2021,10000
"6120010",2022,10000
"6120010",2023,10000
"6120010",2024,10000
"6120010",2025,10000
"6120020",2000,2680.333
"6120020",2001,2680.333
"6120020",2002,2858.376
"6120020",2003,2812.13
"6120020",2004,2812.13
"6120020",2005,2935.961
"6120020",2006,3012.007
"6120020",2007,3022.473
"6120020",2008,2936.009
"6120020",2009,2912.558
"6120020",2010,2912.558
"6120020",2011,2889.417
"6120020",2012,2889.417
"6120020",2013,2569.444
"6120020",2014,2569.444
"6120020",2015,2569.444
"6120020",2016,2569.444
"6120020",2017,2569.444
"6120020",2018,2569.444
"6120020",2019,2588.337
"6120020",2020,2588.337
"6120020",2021,2588.337
"6120020",2022,2588.337
"6120020",2023,2588.337
"6120020",2024,2588.337
"6120020",2025,2588.337
"6120029",2000,10000
"6120029",2001,10000
"6120029",2002,10000
"6120029",2003,10000
"6120029",2004,10000
"6120029",2005,10000
"6120029",2006,10000
"6120029",2007,10000
"6120029",2008,10000
"6120029",2009,10000
"6120029",2010,10000
"6120029",2011,10000
"6120029",2012,10000
"6120029",2013,10000
"6120029",2014,10000
"6120029",2015,10000
"6120029",2016,10000
"6120029",2017,10000
"6120029",2018,10000
"6120029",2019,10000
"6120029",2020,10000
"6120029",2021,10000
"6120029",2022,10000
"6120029",2023,10000
"6120029",2024,10000
"6120029",2025,10000
"6120030",2000,2950.702
"6120030",2001,2969.803
"6120030",2002,2944.467
"6120030",2003,2972.683
"6120030",2004,3082.554
"6120030",2005,3095.313
"6120030",2006,3068.146
"6120030",2007,3098.819
"6120030",2008,3143.756
"6120030",2009,3142.907
"6120030",2010,3142.414
"6120030",2011,3168.449
"6120030",2012,3153.59
"6120030",2013,3152.899
"6120030",2014,3068.807
"6120030",2015,3068.807
"6120030",2016,3099.258
"6120030",2017,3094.723
"6120030",2018,3098.153
"6120030",2019,3100.667
"6120030",2020,3100.667
"6120030",2021,3101.729
"6120030",2022,3123.92
"6120030",2023,3126.444
"6120030",2024,3126.444
"6120030",2025,3126.444
"6120080",2000,2302.195
"6120080",2001,2302.195
"6120080",2002,2302.195
"6120080",2003,2275.173
"6120080",2004,2275.173
"6120080",2005,2260.61
"6120080",2006,2255.803
"6120080",2007,2257.641
"6120080",2008,2257.641
"6120080",2009,2219.69
"6120080",2010,2219.69
"6120080",2011,2214.415
"6120080",2012,2214.191
"6120080",2013,2214.206
"6120080",2014,2214.174
"6120080",2015,2229.245
"6120080",2016,2263.776
"6120080",2017,2263.776
"6120080",2018,2263.776
"6120080",2019,2263.776
"6120080",2020,3306.887
"6120080",2021,3217.802
"6120080",2022,3175.795
"6120080",2023,3175.795
"6120080",2024,3175.795
"6120080",2025,3175.795
"6120090",2000,1558.318
"6120090",2001,1556.611
"6120090",2002,1546.464
"6120090",2003,1554.2
"6120090",2004,1560.359
